-20.152882,0.503679
-1.219658,-10.868180
6.842899,-10.751891
6.842899,-10.751891
0.332695,7.448356
0.332695,7.448356
0.336061,-5.266372
0.336061,-5.266372
4.625320,2.006994
4.625320,2.006994
21.246767,3.717212
21.246767,3.717212
10.209627,7.834082
10.209627,7.834082
-1.278419,-3.368133
-1.278419,-3.368133
-6.871548,13.084210
-6.871548,13.084210
-9.358419,-26.723659
-1.219658,-10.868180
-7.727395,-5.215656
-7.727395,-5.215656
-8.946250,-0.131665
-8.946250,-0.131665
-1.846803,-6.794545
-1.846803,-6.794545
-0.737384,8.582459
-0.737384,8.582459
3.769121,-7.492721
3.769121,-7.492721
14.023070,8.059005
14.023070,8.059005
-3.352323,6.725692
-3.352323,6.725692
12.115232,0.464805
12.115232,0.464805
-2.851145,11.508681
-2.851145,11.508681
-13.142755,-1.310819
-13.142755,-1.310819
-4.709590,0.722706
-4.709590,0.722706
16.732663,-0.102426
16.732663,-0.102426
-4.056080,-3.152567
-4.056080,-3.152567
-6.069598,-15.963265
-6.069598,-15.963265
-9.881213,7.971389
-9.881213,7.971389
11.047014,-13.255693
11.047014,-13.255693
-9.717488,15.695703
-9.717488,15.695703
1.587388,-1.619043
1.587388,-1.619043
14.181730,-19.936401
14.181730,-19.936401
-1.219658,-10.868180
6.842899,-10.751891
-1.219658,-10.868180
0.332695,7.448356
0.332695,7.448356
0.336061,-5.266372
0.336061,-5.266372
4.625320,2.006994
4.625320,2.006994
21.246767,3.717212
21.246767,3.717212
10.209627,7.834082
10.209627,7.834082
-1.278419,-3.368133
-1.278419,-3.368133
-6.871548,13.084210
-6.871548,13.084210
-7.727395,-5.215656
-7.727395,-5.215656
-8.946250,-0.131665
-8.946250,-0.131665
-1.846803,-6.794545
-1.846803,-6.794545
-0.737384,8.582459
-0.737384,8.582459
3.769121,-7.492721
3.769121,-7.492721
14.023070,8.059005
14.023070,8.059005
-3.352323,6.725692
-3.352323,6.725692
12.115232,0.464805
12.115232,0.464805
-2.851145,11.508681
-2.851145,11.508681
-13.142755,-1.310819
-13.142755,-1.310819
-4.709590,0.722706
-4.709590,0.722706
16.732663,-0.102426
16.732663,-0.102426
-4.056080,-3.152567
-4.056080,-3.152567
-6.069598,-15.963265
-6.069598,-15.963265
-9.881213,7.971389
-9.881213,7.971389
11.047014,-13.255693
6.842899,-10.751891
-9.717488,15.695703
-9.717488,15.695703
1.587388,-1.619043
1.587388,-1.619043
